               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 153,            0.030617,            0.013872,           0.0053713,             0.95607,             0.93409,             0.96157,             0.72704,            0.015167,            0.006478,            0.001558,            0.006238,            0.006238,            0.006238
                 154,            0.030554,             0.01373,           0.0052368,             0.95581,             0.93392,             0.96156,             0.72711,            0.015167,           0.0064771,           0.0015595,           0.0062132,           0.0062132,           0.0062132
                 155,            0.030531,            0.013783,             0.00532,             0.95463,             0.93591,             0.96164,             0.72682,            0.015169,           0.0064759,           0.0015558,           0.0061885,           0.0061885,           0.0061885
                 156,            0.030256,            0.013749,           0.0053497,             0.95496,             0.93584,             0.96165,             0.72695,            0.015168,           0.0064756,           0.0015528,           0.0061637,           0.0061637,           0.0061637
                 157,            0.030583,            0.014017,           0.0056914,             0.95498,             0.93589,             0.96166,             0.72684,            0.015168,            0.006475,           0.0015466,            0.006139,            0.006139,            0.006139
                 158,            0.030549,            0.013858,           0.0055815,             0.95471,             0.93622,             0.96177,             0.72729,             0.01517,           0.0064737,           0.0015406,           0.0061142,           0.0061142,           0.0061142
                 159,            0.030511,            0.014012,            0.005476,             0.95516,             0.93586,             0.96188,             0.72736,            0.015169,           0.0064732,           0.0015356,           0.0060895,           0.0060895,           0.0060895
                 160,            0.030283,            0.014131,           0.0056234,             0.95513,             0.93585,             0.96187,             0.72698,            0.015168,           0.0064711,           0.0015374,           0.0060647,           0.0060647,           0.0060647
                 161,            0.030298,            0.013766,            0.005192,              0.9545,             0.93646,             0.96207,             0.72733,            0.015168,           0.0064716,            0.001536,             0.00604,             0.00604,             0.00604
                 162,            0.030214,            0.013795,             0.00519,             0.95527,             0.93665,             0.96248,             0.72777,            0.015168,           0.0064694,           0.0015327,           0.0060152,           0.0060152,           0.0060152
                 163,            0.029976,            0.013822,           0.0050573,             0.95557,             0.93653,             0.96244,             0.72766,            0.015167,           0.0064677,             0.00153,           0.0059905,           0.0059905,           0.0059905
                 164,            0.030338,             0.01373,           0.0057556,             0.95483,             0.93649,             0.96201,             0.72762,            0.015167,           0.0064669,           0.0015248,           0.0059658,           0.0059658,           0.0059658
                 165,            0.031013,            0.013973,           0.0058591,              0.9555,             0.93657,             0.96257,             0.72802,            0.015167,           0.0064665,           0.0015218,            0.005941,            0.005941,            0.005941
                 166,            0.030658,            0.014063,            0.005632,             0.95563,             0.93697,             0.96291,             0.72835,             0.01517,           0.0064639,           0.0015224,           0.0059163,           0.0059163,           0.0059163
                 167,            0.030683,            0.013744,           0.0057277,             0.95642,             0.93714,              0.9629,             0.72818,            0.015173,           0.0064634,           0.0015222,           0.0058915,           0.0058915,           0.0058915
                 168,            0.030108,            0.013835,           0.0051581,             0.95609,              0.9376,             0.96297,             0.72805,            0.015177,           0.0064635,           0.0015206,           0.0058668,           0.0058668,           0.0058668
                 169,            0.029929,            0.013688,           0.0052645,             0.95615,             0.93719,             0.96288,              0.7276,            0.015179,           0.0064615,           0.0015196,            0.005842,            0.005842,            0.005842
                 170,            0.030173,            0.013838,           0.0052699,             0.95636,             0.93709,             0.96287,             0.72794,            0.015176,           0.0064616,           0.0015185,           0.0058173,           0.0058173,           0.0058173
                 171,            0.030092,            0.013785,           0.0051439,             0.95615,             0.93731,             0.96281,             0.72772,            0.015174,           0.0064612,           0.0015203,           0.0057925,           0.0057925,           0.0057925
                 172,             0.02982,            0.013681,            0.005334,             0.95494,             0.93753,             0.96294,             0.72798,             0.01517,           0.0064594,           0.0015171,           0.0057678,           0.0057678,           0.0057678
                 173,            0.030496,            0.013651,             0.00549,              0.9567,             0.93667,             0.96277,             0.72807,            0.015166,           0.0064583,           0.0015133,            0.005743,            0.005743,            0.005743
                 174,            0.030003,            0.013715,           0.0054164,             0.95703,              0.9367,             0.96293,             0.72835,            0.015164,           0.0064588,           0.0015105,           0.0057183,           0.0057183,           0.0057183
                 175,            0.030224,            0.013843,           0.0059237,             0.95701,             0.93685,             0.96324,             0.72889,            0.015161,           0.0064565,           0.0015123,           0.0056935,           0.0056935,           0.0056935
                 176,             0.03049,            0.013786,            0.005874,             0.95665,             0.93702,             0.96315,             0.72863,            0.015161,           0.0064559,           0.0015144,           0.0056688,           0.0056688,           0.0056688
                 177,            0.030245,            0.013908,            0.005155,             0.95608,             0.93931,              0.9632,              0.7288,            0.015159,           0.0064564,           0.0015141,            0.005644,            0.005644,            0.005644
                 178,            0.030161,            0.013947,           0.0052348,             0.95627,             0.93986,             0.96326,             0.72854,            0.015162,           0.0064545,           0.0015163,           0.0056193,           0.0056193,           0.0056193
                 179,            0.029949,            0.013709,           0.0051565,             0.95655,             0.94008,              0.9633,             0.72897,            0.015159,           0.0064532,           0.0015164,           0.0055945,           0.0055945,           0.0055945
                 180,            0.030026,            0.013866,            0.005257,             0.95575,             0.94081,             0.96351,             0.72897,            0.015156,           0.0064538,            0.001515,           0.0055698,           0.0055698,           0.0055698
                 181,            0.029885,            0.013803,           0.0052677,             0.95593,             0.94103,             0.96358,             0.72966,            0.015153,            0.006453,           0.0015099,            0.005545,            0.005545,            0.005545
                 182,            0.029721,             0.01372,           0.0049419,             0.95594,             0.94113,             0.96365,             0.72965,            0.015151,           0.0064525,           0.0015047,           0.0055202,           0.0055202,           0.0055202
                 183,            0.029745,            0.013624,           0.0050582,             0.95501,             0.94161,             0.96381,             0.72938,            0.015151,           0.0064521,           0.0015007,           0.0054955,           0.0054955,           0.0054955
                 184,            0.029646,            0.013762,           0.0051474,             0.95574,             0.94128,             0.96387,             0.72876,            0.015147,           0.0064516,           0.0014965,           0.0054707,           0.0054707,           0.0054707
                 185,            0.029815,            0.013694,           0.0049071,              0.9554,             0.94174,             0.96421,             0.72843,            0.015147,           0.0064524,           0.0014948,            0.005446,            0.005446,            0.005446
                 186,            0.029803,            0.013694,           0.0051578,             0.95489,             0.94252,             0.96424,             0.72946,            0.015146,           0.0064517,           0.0014916,           0.0054212,           0.0054212,           0.0054212
                 187,            0.029699,            0.013663,           0.0047221,             0.95562,             0.94216,             0.96429,             0.72903,            0.015143,            0.006452,           0.0014908,           0.0053965,           0.0053965,           0.0053965
                 188,            0.029756,            0.013764,           0.0054586,             0.95505,              0.9426,             0.96413,             0.72909,            0.015142,           0.0064529,           0.0014938,           0.0053717,           0.0053717,           0.0053717
                 189,            0.029555,            0.013552,           0.0050986,             0.95505,             0.94295,             0.96429,             0.72903,             0.01514,           0.0064518,            0.001493,            0.005347,            0.005347,            0.005347
                 190,            0.030313,            0.013534,           0.0053696,              0.9551,             0.94276,             0.96428,             0.72908,            0.015135,           0.0064523,           0.0014901,           0.0053223,           0.0053223,           0.0053223
                 191,            0.029319,            0.013674,           0.0044739,             0.95537,             0.94279,             0.96433,             0.72881,            0.015132,           0.0064521,           0.0014886,           0.0052975,           0.0052975,           0.0052975
                 192,            0.028938,            0.013408,           0.0046904,             0.95493,             0.94263,             0.96405,             0.72874,             0.01513,           0.0064519,           0.0014851,           0.0052727,           0.0052727,           0.0052727
                 193,            0.029727,            0.013643,           0.0049749,             0.95436,             0.94318,             0.96413,             0.72923,            0.015129,            0.006451,           0.0014832,            0.005248,            0.005248,            0.005248
                 194,            0.029452,            0.013543,           0.0050873,             0.95466,             0.94329,             0.96415,             0.72941,            0.015126,           0.0064511,           0.0014805,           0.0052233,           0.0052233,           0.0052233
                 195,            0.029546,            0.013618,           0.0052183,             0.95504,             0.94304,             0.96399,             0.72979,            0.015124,           0.0064502,           0.0014814,           0.0051985,           0.0051985,           0.0051985
                 196,             0.02948,            0.013681,           0.0047849,             0.95532,             0.94311,             0.96406,             0.72982,            0.015121,            0.006449,           0.0014783,           0.0051737,           0.0051737,           0.0051737
                 197,            0.029913,            0.013574,           0.0049001,              0.9556,             0.94322,             0.96412,             0.73003,            0.015119,           0.0064468,            0.001471,            0.005149,            0.005149,            0.005149
                 198,            0.029269,            0.013572,           0.0046415,             0.95575,             0.94319,             0.96411,             0.72978,            0.015118,           0.0064459,           0.0014658,           0.0051243,           0.0051243,           0.0051243
                 199,            0.029365,             0.01339,            0.004764,             0.95553,             0.94297,             0.96411,             0.72964,            0.015116,           0.0064463,           0.0014616,           0.0050995,           0.0050995,           0.0050995
                 200,            0.028714,            0.013529,           0.0044646,             0.95572,             0.94203,             0.96421,             0.72952,            0.015111,           0.0064449,           0.0014612,           0.0050747,           0.0050747,           0.0050747
                 201,             0.02907,            0.013481,           0.0043837,             0.95636,             0.94144,             0.96404,             0.72989,            0.015109,           0.0064448,           0.0014612,             0.00505,             0.00505,             0.00505
                 202,            0.028979,            0.013426,           0.0046416,             0.95774,             0.94274,             0.96416,              0.7297,            0.015106,           0.0064415,           0.0014626,           0.0050253,           0.0050253,           0.0050253
                 203,            0.029257,            0.013441,           0.0048238,              0.9578,             0.94267,             0.96426,             0.73003,            0.015105,           0.0064414,           0.0014627,           0.0050005,           0.0050005,           0.0050005
                 204,            0.029028,            0.013643,            0.004747,             0.95763,             0.94276,             0.96433,             0.72963,            0.015102,           0.0064394,           0.0014649,           0.0049758,           0.0049758,           0.0049758
                 205,            0.029425,            0.013524,           0.0049488,             0.95732,             0.94309,             0.96451,             0.72964,            0.015099,           0.0064388,           0.0014662,            0.004951,            0.004951,            0.004951
                 206,            0.029083,             0.01349,           0.0047297,             0.95709,             0.94327,             0.96452,             0.72972,            0.015093,           0.0064374,           0.0014679,           0.0049263,           0.0049263,           0.0049263
                 207,            0.028959,            0.013476,           0.0048053,             0.95737,             0.94304,             0.96455,             0.73012,            0.015088,           0.0064367,            0.001469,           0.0049015,           0.0049015,           0.0049015
                 208,            0.029376,            0.013602,           0.0050619,             0.95738,             0.94306,              0.9644,             0.73014,            0.015081,           0.0064348,           0.0014669,           0.0048768,           0.0048768,           0.0048768
                 209,             0.02919,            0.013547,           0.0050819,             0.95766,             0.94301,             0.96441,             0.73019,            0.015077,           0.0064339,           0.0014667,            0.004852,            0.004852,            0.004852
                 210,            0.029165,             0.01348,           0.0047104,             0.95798,             0.94315,             0.96452,             0.72969,            0.015074,           0.0064317,           0.0014672,           0.0048272,           0.0048272,           0.0048272
                 211,            0.029084,            0.013442,            0.004789,             0.95789,             0.94322,             0.96456,             0.73003,            0.015074,           0.0064333,           0.0014669,           0.0048025,           0.0048025,           0.0048025
                 212,            0.028918,            0.013491,           0.0047364,             0.95786,             0.94331,             0.96454,                0.73,            0.015072,           0.0064324,           0.0014664,           0.0047778,           0.0047778,           0.0047778
                 213,            0.028676,            0.013448,           0.0045497,              0.9578,             0.94274,             0.96454,             0.73007,            0.015071,           0.0064318,           0.0014648,            0.004753,            0.004753,            0.004753
                 214,            0.028719,            0.013304,           0.0046301,              0.9568,             0.94313,              0.9645,             0.72993,            0.015071,           0.0064308,           0.0014649,           0.0047283,           0.0047283,           0.0047283
                 215,            0.029201,            0.013565,           0.0046501,             0.95704,             0.94301,             0.96452,             0.73019,            0.015071,           0.0064306,           0.0014646,           0.0047035,           0.0047035,           0.0047035
                 216,            0.028955,            0.013544,           0.0047357,             0.95714,               0.943,             0.96445,             0.72978,            0.015068,           0.0064305,           0.0014642,           0.0046788,           0.0046788,           0.0046788
                 217,            0.028583,            0.013259,           0.0047947,             0.95715,             0.94312,             0.96443,             0.73009,            0.015065,           0.0064308,           0.0014651,            0.004654,            0.004654,            0.004654
                 218,              0.0288,            0.013378,           0.0043989,             0.95714,             0.94329,              0.9646,             0.72989,            0.015062,             0.00643,           0.0014639,           0.0046293,           0.0046293,           0.0046293
                 219,            0.028716,            0.013166,           0.0044341,             0.95654,             0.94356,             0.96459,             0.72985,            0.015061,           0.0064298,           0.0014637,           0.0046045,           0.0046045,           0.0046045
                 220,            0.028518,             0.01334,           0.0041661,             0.95662,             0.94327,             0.96483,             0.72997,            0.015058,           0.0064294,           0.0014621,           0.0045798,           0.0045798,           0.0045798
                 221,            0.028389,            0.013167,           0.0044276,             0.95634,             0.94327,             0.96478,             0.73034,            0.015053,           0.0064292,            0.001459,            0.004555,            0.004555,            0.004555
                 222,            0.028509,            0.013202,           0.0044922,             0.95494,             0.94408,             0.96483,             0.73039,            0.015049,           0.0064299,           0.0014567,           0.0045303,           0.0045303,           0.0045303
                 223,            0.028566,            0.013333,           0.0042523,              0.9555,             0.94443,             0.96486,             0.73036,            0.015045,           0.0064296,           0.0014554,           0.0045055,           0.0045055,           0.0045055
                 224,            0.028893,            0.013337,           0.0047005,             0.95528,              0.9444,             0.96483,             0.73031,            0.015041,           0.0064313,           0.0014527,           0.0044808,           0.0044808,           0.0044808
                 225,            0.028656,            0.013271,           0.0047616,             0.95552,             0.94459,             0.96474,              0.7304,            0.015037,           0.0064308,           0.0014497,            0.004456,            0.004456,            0.004456
                 226,            0.028629,            0.013271,           0.0045986,             0.95555,             0.94444,             0.96485,             0.73016,            0.015035,           0.0064303,            0.001447,           0.0044313,           0.0044313,           0.0044313
                 227,             0.02854,            0.013308,           0.0045265,             0.95542,             0.94465,             0.96465,             0.73027,            0.015035,           0.0064303,           0.0014442,           0.0044065,           0.0044065,           0.0044065
                 228,            0.028199,            0.013371,           0.0043429,               0.957,             0.94342,             0.96473,             0.73012,            0.015032,            0.006431,             0.00144,           0.0043818,           0.0043818,           0.0043818
                 229,            0.028207,            0.013316,           0.0040348,             0.95717,             0.94317,             0.96473,             0.73004,            0.015029,           0.0064311,           0.0014367,            0.004357,            0.004357,            0.004357
                 230,            0.028273,            0.013045,           0.0040384,             0.95725,             0.94305,             0.96472,             0.73026,            0.015027,           0.0064314,           0.0014348,           0.0043323,           0.0043323,           0.0043323
                 231,            0.027958,            0.013094,           0.0042588,             0.95719,             0.94341,              0.9647,             0.72993,            0.015025,           0.0064315,           0.0014309,           0.0043075,           0.0043075,           0.0043075
                 232,             0.02821,            0.013345,           0.0044721,             0.95729,             0.94332,             0.96476,             0.73016,            0.015021,           0.0064318,           0.0014284,           0.0042828,           0.0042828,           0.0042828
                 233,            0.028548,            0.013333,           0.0043152,             0.95604,             0.94418,             0.96477,             0.72995,             0.01502,           0.0064311,           0.0014248,            0.004258,            0.004258,            0.004258
                 234,            0.028375,             0.01315,            0.004384,             0.95595,             0.94453,             0.96484,             0.73017,            0.015021,           0.0064309,           0.0014237,           0.0042333,           0.0042333,           0.0042333
                 235,            0.029027,            0.013459,           0.0046929,             0.95601,             0.94441,             0.96483,             0.73009,            0.015021,            0.006431,           0.0014227,           0.0042085,           0.0042085,           0.0042085
                 236,            0.028214,            0.013253,           0.0044288,              0.9562,             0.94427,             0.96485,             0.73066,            0.015021,           0.0064318,           0.0014183,           0.0041837,           0.0041837,           0.0041837
                 237,            0.028097,             0.01323,           0.0043903,             0.95663,             0.94475,             0.96462,             0.73036,            0.015019,           0.0064329,           0.0014169,            0.004159,            0.004159,            0.004159
                 238,            0.028423,            0.013295,           0.0045406,             0.95646,             0.94519,             0.96467,             0.73047,            0.015018,            0.006434,           0.0014156,           0.0041342,           0.0041342,           0.0041342
                 239,             0.02847,            0.013198,           0.0045234,              0.9563,              0.9459,             0.96471,             0.73069,            0.015016,           0.0064341,           0.0014116,           0.0041095,           0.0041095,           0.0041095
                 240,            0.028139,            0.013281,           0.0043818,             0.95728,             0.94522,             0.96476,             0.73095,            0.015015,           0.0064336,            0.001408,           0.0040847,           0.0040847,           0.0040847
                 241,            0.028306,            0.013169,           0.0042182,             0.95717,             0.94543,             0.96475,             0.73118,             0.01501,            0.006436,           0.0014028,             0.00406,             0.00406,             0.00406
                 242,            0.028077,             0.01312,           0.0042606,             0.95728,             0.94555,              0.9648,             0.73106,            0.015005,           0.0064375,           0.0014012,           0.0040352,           0.0040352,           0.0040352
                 243,            0.028089,            0.013184,           0.0044215,             0.95743,              0.9452,             0.96477,              0.7311,            0.015004,           0.0064375,           0.0013981,           0.0040105,           0.0040105,           0.0040105
                 244,            0.027813,            0.013218,           0.0042385,             0.95712,             0.94577,             0.96484,             0.73132,            0.015002,           0.0064382,           0.0013979,           0.0039857,           0.0039857,           0.0039857
                 245,            0.027987,            0.013153,           0.0043234,             0.95719,              0.9459,             0.96475,              0.7314,            0.015001,           0.0064395,           0.0013971,            0.003961,            0.003961,            0.003961
                 246,            0.028085,             0.01306,           0.0043739,             0.95726,             0.94591,             0.96502,             0.73136,            0.014998,           0.0064397,            0.001396,           0.0039362,           0.0039362,           0.0039362
                 247,            0.028013,            0.013182,           0.0042365,              0.9577,             0.94622,             0.96509,             0.73116,            0.014994,           0.0064408,           0.0013956,           0.0039115,           0.0039115,           0.0039115
                 248,            0.027652,             0.01287,           0.0041352,             0.95823,              0.9467,             0.96534,             0.73128,            0.014992,           0.0064416,           0.0013939,           0.0038867,           0.0038867,           0.0038867
                 249,            0.028069,             0.01326,           0.0045085,             0.95842,             0.94647,             0.96573,             0.73108,            0.014991,           0.0064421,           0.0013938,            0.003862,            0.003862,            0.003862
                 250,             0.02835,            0.013423,            0.004962,             0.95832,             0.94659,             0.96572,             0.73127,            0.014991,           0.0064435,           0.0013991,           0.0038372,           0.0038372,           0.0038372
                 251,            0.028188,            0.013329,           0.0044014,             0.95864,             0.94648,             0.96553,             0.73099,            0.014988,           0.0064458,            0.001405,           0.0038125,           0.0038125,           0.0038125
                 252,            0.028141,            0.013155,           0.0044084,             0.95905,             0.94589,             0.96556,             0.73129,            0.014985,            0.006447,           0.0014112,           0.0037878,           0.0037878,           0.0037878
                 253,            0.028437,            0.013274,           0.0044798,             0.95833,             0.94461,             0.96529,             0.73159,            0.014983,           0.0064489,           0.0014213,            0.003763,            0.003763,            0.003763
                 254,            0.027899,            0.013257,           0.0041753,             0.95735,             0.94651,             0.96516,             0.73161,            0.014983,           0.0064492,           0.0014338,           0.0037383,           0.0037383,           0.0037383
                 255,            0.027555,             0.01308,           0.0039707,             0.95764,             0.94601,             0.96532,             0.73181,            0.014981,           0.0064509,            0.001442,           0.0037135,           0.0037135,           0.0037135
                 256,            0.027533,            0.013039,           0.0037391,             0.95797,             0.94572,             0.96531,             0.73232,            0.014981,           0.0064512,           0.0014465,           0.0036888,           0.0036888,           0.0036888
                 257,            0.027415,            0.012971,           0.0039457,             0.95795,              0.9458,             0.96529,             0.73188,            0.014978,           0.0064523,           0.0014491,            0.003664,            0.003664,            0.003664
                 258,            0.027482,            0.013005,           0.0038469,             0.95749,             0.94593,             0.96525,             0.73192,            0.014976,           0.0064527,           0.0014518,           0.0036393,           0.0036393,           0.0036393
                 259,            0.027521,            0.013128,           0.0038153,             0.95778,             0.94582,             0.96522,             0.73166,            0.014973,           0.0064542,           0.0014548,           0.0036145,           0.0036145,           0.0036145
                 260,            0.027412,            0.012886,            0.003921,             0.95682,              0.9455,             0.96512,             0.73232,            0.014973,           0.0064537,            0.001457,           0.0035898,           0.0035898,           0.0035898
                 261,            0.027472,            0.013077,           0.0043535,             0.95685,             0.94547,             0.96524,             0.73245,             0.01497,           0.0064559,           0.0014587,            0.003565,            0.003565,            0.003565
                 262,            0.027801,             0.01307,           0.0042441,             0.95819,             0.94482,             0.96518,             0.73241,            0.014967,           0.0064557,           0.0014639,           0.0035403,           0.0035403,           0.0035403
                 263,            0.027456,            0.012979,           0.0037209,             0.95851,              0.9441,             0.96522,             0.73259,            0.014965,           0.0064557,           0.0014681,           0.0035155,           0.0035155,           0.0035155
                 264,            0.027534,            0.012999,            0.004341,             0.95836,             0.94403,             0.96516,             0.73243,            0.014964,           0.0064556,           0.0014719,           0.0034908,           0.0034908,           0.0034908
                 265,            0.027105,            0.012934,           0.0037265,             0.95852,             0.94403,             0.96501,             0.73231,            0.014962,           0.0064548,           0.0014772,            0.003466,            0.003466,            0.003466
                 266,            0.027194,            0.013117,           0.0039904,             0.96068,             0.94317,             0.96524,             0.73208,             0.01496,            0.006456,           0.0014789,           0.0034413,           0.0034413,           0.0034413
                 267,            0.027356,            0.013072,           0.0040435,             0.96063,             0.94307,             0.96512,              0.7319,            0.014958,           0.0064561,           0.0014806,           0.0034165,           0.0034165,           0.0034165
                 268,            0.027454,            0.012988,           0.0038099,             0.96077,             0.94283,             0.96512,              0.7321,            0.014956,           0.0064576,           0.0014809,           0.0033918,           0.0033918,           0.0033918
                 269,            0.027181,            0.013044,           0.0035098,             0.96062,             0.94261,             0.96513,             0.73183,            0.014955,           0.0064593,           0.0014798,            0.003367,            0.003367,            0.003367
                 270,            0.027182,            0.012882,           0.0037624,             0.96072,             0.94152,             0.96514,             0.73193,            0.014957,           0.0064578,           0.0014786,           0.0033423,           0.0033423,           0.0033423
                 271,            0.027459,            0.013116,           0.0039191,             0.96089,             0.94184,             0.96518,             0.73194,            0.014958,           0.0064575,           0.0014774,           0.0033175,           0.0033175,           0.0033175
                 272,            0.027201,            0.012927,           0.0036945,             0.96053,             0.94213,             0.96522,             0.73202,             0.01496,           0.0064589,           0.0014738,           0.0032928,           0.0032928,           0.0032928
                 273,             0.02718,            0.012931,           0.0037516,             0.96056,             0.94235,             0.96516,             0.73177,            0.014961,           0.0064585,           0.0014712,            0.003268,            0.003268,            0.003268
                 274,            0.026534,            0.012692,           0.0035505,              0.9607,             0.94237,             0.96516,             0.73179,            0.014961,           0.0064596,           0.0014683,           0.0032433,           0.0032433,           0.0032433
                 275,            0.027044,            0.012742,           0.0037415,             0.96073,             0.94228,             0.96515,             0.73214,            0.014961,           0.0064588,           0.0014637,           0.0032185,           0.0032185,           0.0032185
                 276,             0.02679,            0.012772,            0.003487,              0.9605,             0.94236,             0.96519,              0.7321,             0.01496,           0.0064597,           0.0014613,           0.0031938,           0.0031938,           0.0031938
                 277,            0.027126,             0.01274,           0.0039466,             0.96022,             0.94261,             0.96529,             0.73205,            0.014961,           0.0064611,           0.0014586,            0.003169,            0.003169,            0.003169
                 278,            0.026767,            0.012586,           0.0034884,             0.96012,             0.94255,             0.96529,             0.73198,            0.014963,           0.0064622,            0.001456,           0.0031443,           0.0031443,           0.0031443
                 279,             0.02706,            0.012901,           0.0037772,             0.96034,             0.94248,             0.96502,             0.73244,            0.014963,           0.0064627,           0.0014515,           0.0031195,           0.0031195,           0.0031195
                 280,             0.02681,             0.01277,           0.0037112,             0.96036,             0.94241,               0.965,              0.7322,            0.014962,           0.0064625,            0.001448,           0.0030948,           0.0030948,           0.0030948
                 281,             0.02655,            0.012842,           0.0037881,             0.96043,             0.94215,             0.96503,             0.73232,            0.014959,           0.0064629,           0.0014438,             0.00307,             0.00307,             0.00307
                 282,            0.026817,            0.012813,           0.0035935,              0.9608,             0.94227,             0.96513,             0.73253,            0.014958,           0.0064644,           0.0014374,           0.0030452,           0.0030452,           0.0030452
                 283,            0.026803,            0.012951,           0.0036965,             0.96061,             0.94259,             0.96508,             0.73272,            0.014956,           0.0064638,           0.0014324,           0.0030205,           0.0030205,           0.0030205
                 284,            0.026987,             0.01277,           0.0037213,             0.96016,              0.9428,             0.96517,             0.73293,            0.014954,           0.0064642,           0.0014275,           0.0029957,           0.0029957,           0.0029957
                 285,            0.026474,            0.012782,           0.0036226,             0.96023,             0.94274,             0.96514,             0.73305,            0.014954,           0.0064637,           0.0014208,            0.002971,            0.002971,            0.002971
                 286,            0.026629,             0.01285,           0.0038233,             0.95951,             0.94337,             0.96513,             0.73297,            0.014954,           0.0064647,           0.0014157,           0.0029462,           0.0029462,           0.0029462
                 287,            0.026288,            0.012749,           0.0036525,             0.95907,             0.94366,             0.96512,             0.73325,            0.014954,           0.0064646,           0.0014127,           0.0029215,           0.0029215,           0.0029215
                 288,             0.02653,             0.01291,           0.0035056,              0.9594,             0.94396,             0.96507,             0.73321,            0.014954,           0.0064647,           0.0014097,           0.0028967,           0.0028967,           0.0028967
                 289,            0.026539,             0.01267,           0.0036177,             0.95917,             0.94481,              0.9655,             0.73344,            0.014956,           0.0064645,           0.0014041,            0.002872,            0.002872,            0.002872
                 290,            0.026438,             0.01266,           0.0032362,             0.95963,             0.94495,             0.96558,             0.73358,            0.014955,           0.0064642,           0.0013989,           0.0028472,           0.0028472,           0.0028472
                 291,            0.026307,            0.012654,           0.0035686,             0.95913,             0.94647,             0.96578,             0.73365,            0.014957,           0.0064647,           0.0013945,           0.0028225,           0.0028225,           0.0028225
                 292,            0.026233,            0.012752,           0.0032463,             0.95895,             0.94673,              0.9657,             0.73341,            0.014959,           0.0064654,           0.0013903,           0.0027977,           0.0027977,           0.0027977
                 293,             0.02614,             0.01261,           0.0033752,             0.95878,             0.94681,             0.96573,             0.73324,             0.01496,           0.0064654,            0.001387,            0.002773,            0.002773,            0.002773
                 294,            0.025953,            0.012548,           0.0033709,             0.95845,             0.94637,             0.96537,             0.73339,            0.014963,           0.0064683,           0.0013817,           0.0027482,           0.0027482,           0.0027482
                 295,            0.026373,            0.012666,           0.0035892,             0.96007,             0.94599,             0.96537,              0.7333,            0.014965,           0.0064678,           0.0013769,           0.0027235,           0.0027235,           0.0027235
                 296,            0.026263,            0.012719,           0.0038535,             0.95965,             0.94617,             0.96543,             0.73346,            0.014968,           0.0064668,           0.0013713,           0.0026987,           0.0026987,           0.0026987
                 297,            0.026254,            0.012899,           0.0033448,             0.95965,             0.94607,             0.96551,             0.73339,            0.014971,           0.0064686,           0.0013658,            0.002674,            0.002674,            0.002674
                 298,            0.026172,            0.012686,           0.0035062,              0.9598,             0.94601,             0.96546,             0.73376,            0.014974,           0.0064696,           0.0013617,           0.0026492,           0.0026492,           0.0026492
                 299,            0.026153,            0.012785,           0.0032761,             0.95963,             0.94627,             0.96555,             0.73372,            0.014978,           0.0064707,           0.0013567,           0.0026245,           0.0026245,           0.0026245
                 300,            0.025904,            0.012516,           0.0031568,             0.95992,             0.94646,             0.96566,             0.73317,            0.014981,           0.0064714,           0.0013543,           0.0025997,           0.0025997,           0.0025997
                 301,            0.025944,             0.01266,           0.0033524,             0.96017,             0.94654,             0.96565,             0.73307,            0.014986,           0.0064725,           0.0013494,            0.002575,            0.002575,            0.002575
                 302,             0.02581,            0.012512,            0.003239,             0.96096,             0.94632,              0.9657,             0.73275,             0.01499,           0.0064736,           0.0013462,           0.0025503,           0.0025503,           0.0025503
                 303,            0.026008,            0.012683,           0.0033314,             0.96067,             0.94623,             0.96573,             0.73279,            0.014996,           0.0064744,           0.0013434,           0.0025255,           0.0025255,           0.0025255
                 304,            0.025801,            0.012636,           0.0033677,             0.96104,              0.9462,             0.96578,             0.73272,            0.014998,           0.0064763,           0.0013405,           0.0025008,           0.0025008,           0.0025008
                 305,            0.025743,            0.012478,           0.0030844,             0.96119,             0.94614,             0.96577,             0.73292,            0.015002,           0.0064779,           0.0013412,            0.002476,            0.002476,            0.002476
                 306,            0.025591,            0.012722,           0.0034428,             0.96112,             0.94594,             0.96586,             0.73314,            0.015005,           0.0064802,           0.0013388,           0.0024513,           0.0024513,           0.0024513
                 307,            0.025667,              0.0126,           0.0032309,             0.96129,             0.94592,             0.96581,             0.73286,            0.015007,            0.006482,           0.0013372,           0.0024265,           0.0024265,           0.0024265
                 308,            0.025912,            0.012547,           0.0032002,              0.9627,             0.94499,             0.96582,             0.73283,            0.015009,           0.0064834,           0.0013364,           0.0024018,           0.0024018,           0.0024018
                 309,            0.025818,            0.012567,           0.0032173,             0.96219,             0.94546,             0.96592,             0.73257,            0.015012,           0.0064844,           0.0013349,            0.002377,            0.002377,            0.002377
                 310,             0.02565,            0.012423,           0.0031695,             0.96157,             0.94568,             0.96565,             0.73275,            0.015014,           0.0064863,           0.0013336,           0.0023523,           0.0023523,           0.0023523
                 311,            0.025544,             0.01247,           0.0031322,             0.96222,             0.94555,             0.96553,             0.73251,            0.015014,           0.0064887,           0.0013316,           0.0023275,           0.0023275,           0.0023275
