               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 312,            0.025504,            0.012606,           0.0030753,             0.96188,             0.94562,             0.96557,             0.73244,            0.015016,            0.006489,           0.0013309,           0.0023028,           0.0023028,           0.0023028
                 313,            0.025455,            0.012371,           0.0031821,             0.96174,             0.94562,             0.96557,             0.73248,            0.015017,           0.0064916,           0.0013294,            0.002278,            0.002278,            0.002278
                 314,            0.025072,            0.012331,           0.0031471,             0.96258,             0.94458,              0.9656,             0.73292,            0.015018,           0.0064926,           0.0013288,           0.0022533,           0.0022533,           0.0022533
                 315,            0.025217,            0.012448,            0.003284,             0.96254,              0.9448,             0.96555,             0.73292,            0.015019,           0.0064941,           0.0013272,           0.0022285,           0.0022285,           0.0022285
                 316,            0.025057,              0.0123,           0.0028263,             0.96211,             0.94516,             0.96556,             0.73264,            0.015018,           0.0064968,            0.001328,           0.0022038,           0.0022038,           0.0022038
                 317,            0.024987,            0.012484,           0.0027637,             0.96189,             0.94528,             0.96554,             0.73313,            0.015019,           0.0064982,           0.0013282,            0.002179,            0.002179,            0.002179
                 318,            0.025187,            0.012253,           0.0029505,             0.96182,             0.94519,             0.96557,             0.73301,             0.01502,           0.0065004,           0.0013285,           0.0021543,           0.0021543,           0.0021543
                 319,            0.024916,            0.012485,           0.0028724,             0.96189,             0.94487,              0.9656,             0.73294,             0.01502,           0.0065015,            0.001328,           0.0021295,           0.0021295,           0.0021295
                 320,            0.024939,            0.012352,           0.0026879,              0.9624,             0.94449,             0.96567,             0.73306,            0.015021,           0.0065035,           0.0013268,           0.0021048,           0.0021048,           0.0021048
                 321,            0.025075,            0.012293,           0.0030348,             0.96244,             0.94446,             0.96575,             0.73284,            0.015021,           0.0065062,           0.0013262,             0.00208,             0.00208,             0.00208
                 322,            0.024977,            0.012406,            0.002864,             0.96232,             0.94443,             0.96563,               0.733,            0.015022,            0.006508,           0.0013257,           0.0020553,           0.0020553,           0.0020553
                 323,            0.024749,            0.012314,           0.0027704,             0.96229,              0.9444,             0.96566,             0.73317,            0.015022,             0.00651,           0.0013215,           0.0020305,           0.0020305,           0.0020305
                 324,            0.024907,            0.012109,             0.00273,              0.9622,             0.94446,              0.9656,             0.73317,            0.015023,           0.0065125,           0.0013189,           0.0020058,           0.0020058,           0.0020058
                 325,            0.024908,            0.012322,           0.0030427,             0.96201,             0.94451,             0.96529,             0.73289,            0.015025,           0.0065147,           0.0013162,            0.001981,            0.001981,            0.001981
                 326,            0.024678,            0.012351,           0.0028283,             0.96221,             0.94457,             0.96529,              0.7331,            0.015025,           0.0065164,           0.0013133,           0.0019563,           0.0019563,           0.0019563
                 327,            0.024617,            0.012375,           0.0028252,             0.96218,             0.94463,             0.96531,             0.73308,            0.015023,           0.0065187,           0.0013102,           0.0019315,           0.0019315,           0.0019315
                 328,            0.024584,            0.012409,           0.0029324,             0.96189,             0.94491,             0.96535,             0.73346,            0.015023,           0.0065208,           0.0013073,           0.0019068,           0.0019068,           0.0019068
                 329,            0.024697,            0.012343,           0.0028319,             0.96196,               0.945,             0.96529,             0.73348,            0.015024,           0.0065213,           0.0013049,            0.001882,            0.001882,            0.001882
                 330,            0.024268,             0.01221,           0.0026389,             0.96184,             0.94498,              0.9652,              0.7336,            0.015026,           0.0065238,           0.0013046,           0.0018572,           0.0018572,           0.0018572
                 331,            0.024421,            0.012128,           0.0026745,             0.96167,             0.94517,             0.96514,             0.73362,            0.015027,            0.006523,           0.0013035,           0.0018325,           0.0018325,           0.0018325
                 332,            0.024448,            0.012156,           0.0027511,             0.96179,             0.94512,             0.96517,             0.73396,             0.01503,           0.0065265,           0.0013021,           0.0018077,           0.0018077,           0.0018077
                 333,            0.024384,            0.012266,            0.002954,             0.96212,             0.94498,             0.96524,             0.73405,            0.015032,           0.0065292,            0.001298,            0.001783,            0.001783,            0.001783
                 334,            0.024335,            0.012136,           0.0025956,             0.96218,             0.94486,             0.96534,             0.73375,            0.015033,           0.0065303,           0.0012952,           0.0017582,           0.0017582,           0.0017582
                 335,            0.024251,            0.012147,           0.0025604,             0.96172,             0.94498,             0.96532,             0.73447,            0.015035,           0.0065318,           0.0012927,           0.0017335,           0.0017335,           0.0017335
                 336,            0.024164,            0.012131,           0.0029022,             0.96106,             0.94588,             0.96527,             0.73423,            0.015036,           0.0065329,           0.0012903,           0.0017087,           0.0017087,           0.0017087
                 337,            0.024104,            0.012125,           0.0027683,             0.96079,             0.94565,             0.96507,             0.73421,            0.015038,           0.0065336,           0.0012885,            0.001684,            0.001684,            0.001684
                 338,            0.024372,            0.012077,           0.0027294,             0.96048,             0.94603,             0.96504,             0.73422,            0.015042,           0.0065356,           0.0012873,           0.0016592,           0.0016592,           0.0016592
                 339,            0.024084,            0.011952,           0.0026693,             0.96077,             0.94638,             0.96528,             0.73416,            0.015045,           0.0065374,            0.001287,           0.0016345,           0.0016345,           0.0016345
                 340,            0.023976,            0.012209,           0.0023812,             0.95943,             0.94704,             0.96526,             0.73447,            0.015047,            0.006539,           0.0012853,           0.0016097,           0.0016097,           0.0016097
                 341,            0.023877,            0.012021,           0.0027276,             0.95962,             0.94692,             0.96547,             0.73448,            0.015047,           0.0065413,           0.0012833,            0.001585,            0.001585,            0.001585
                 342,             0.02401,            0.012028,           0.0025836,             0.95953,             0.94664,             0.96518,             0.73489,            0.015049,           0.0065413,           0.0012809,           0.0015602,           0.0015602,           0.0015602
                 343,            0.023909,            0.012104,           0.0025316,             0.95973,             0.94652,             0.96529,             0.73455,            0.015051,           0.0065446,           0.0012789,           0.0015355,           0.0015355,           0.0015355
                 344,              0.0238,             0.01206,            0.002409,             0.95944,              0.9467,             0.96524,             0.73422,            0.015054,           0.0065468,           0.0012783,           0.0015107,           0.0015107,           0.0015107
                 345,            0.023888,            0.012168,           0.0023982,             0.95924,             0.94625,             0.96495,             0.73404,            0.015056,           0.0065492,           0.0012772,            0.001486,            0.001486,            0.001486
                 346,            0.023391,            0.011831,           0.0024264,             0.95937,             0.94609,             0.96487,             0.73378,             0.01506,           0.0065518,           0.0012779,           0.0014612,           0.0014612,           0.0014612
                 347,            0.023553,            0.011883,           0.0024473,              0.9593,               0.946,             0.96484,             0.73363,            0.015063,           0.0065552,           0.0012791,           0.0014365,           0.0014365,           0.0014365
                 348,            0.023577,            0.012045,           0.0025979,             0.95901,             0.94613,             0.96479,             0.73313,            0.015065,           0.0065563,           0.0012796,           0.0014117,           0.0014117,           0.0014117
                 349,            0.023479,               0.012,           0.0026126,             0.95886,             0.94627,             0.96476,             0.73387,            0.015065,           0.0065589,           0.0012803,            0.001387,            0.001387,            0.001387
                 350,            0.023307,            0.011848,           0.0022527,             0.95994,             0.94525,             0.96476,             0.73434,            0.015067,           0.0065619,           0.0012805,           0.0013622,           0.0013622,           0.0013622
                 351,            0.023409,            0.011872,           0.0024553,             0.95964,             0.94556,             0.96473,             0.73424,            0.015066,           0.0065638,           0.0012816,           0.0013375,           0.0013375,           0.0013375
                 352,            0.023554,            0.011898,           0.0024492,             0.96012,             0.94539,              0.9647,             0.73331,            0.015067,            0.006567,           0.0012807,           0.0013128,           0.0013128,           0.0013128
                 353,            0.023605,            0.011921,           0.0024445,             0.96059,             0.94509,             0.96468,             0.73321,            0.015068,           0.0065698,           0.0012793,            0.001288,            0.001288,            0.001288
                 354,            0.022921,            0.011858,           0.0022735,             0.95983,             0.94513,             0.96416,             0.73375,            0.015069,           0.0065718,           0.0012775,           0.0012633,           0.0012633,           0.0012633
                 355,             0.02344,            0.011962,           0.0022288,             0.95915,             0.94588,             0.96419,             0.73374,            0.015069,           0.0065746,           0.0012777,           0.0012385,           0.0012385,           0.0012385
                 356,            0.023152,            0.011891,           0.0022419,             0.95943,             0.94616,             0.96465,             0.73363,            0.015069,           0.0065777,           0.0012781,           0.0012138,           0.0012138,           0.0012138
                 357,            0.023413,            0.011793,           0.0023722,             0.95964,             0.94605,             0.96456,             0.73354,            0.015071,           0.0065802,           0.0012787,            0.001189,            0.001189,            0.001189
                 358,            0.023171,             0.01182,           0.0022052,             0.95996,             0.94587,             0.96454,             0.73384,            0.015072,           0.0065819,           0.0012802,           0.0011643,           0.0011643,           0.0011643
                 359,            0.023127,            0.011751,           0.0023975,             0.95992,             0.94561,             0.96454,             0.73379,            0.015072,           0.0065853,           0.0012809,           0.0011395,           0.0011395,           0.0011395
                 360,            0.022929,            0.011847,           0.0025439,             0.96002,             0.94522,             0.96457,             0.73365,            0.015073,           0.0065872,           0.0012813,           0.0011148,           0.0011148,           0.0011148
                 361,            0.023025,            0.012024,           0.0023326,             0.95821,             0.94639,             0.96457,              0.7336,            0.015075,           0.0065898,            0.001282,             0.00109,             0.00109,             0.00109
                 362,            0.023186,            0.012027,           0.0023116,             0.95842,             0.94602,             0.96445,             0.73394,            0.015075,           0.0065922,           0.0012799,           0.0010653,           0.0010653,           0.0010653
                 363,            0.023131,            0.011882,           0.0022707,             0.95863,             0.94613,             0.96444,             0.73405,            0.015077,           0.0065963,             0.00128,           0.0010405,           0.0010405,           0.0010405
                 364,            0.022709,            0.011907,           0.0022931,             0.95587,             0.94805,              0.9645,              0.7339,            0.015079,           0.0065991,           0.0012791,           0.0010158,           0.0010158,           0.0010158
                 365,            0.022781,            0.011864,            0.002436,             0.95829,             0.94618,             0.96445,             0.73419,             0.01508,           0.0066018,           0.0012785,            0.000991,            0.000991,            0.000991
                 366,            0.022669,             0.01177,            0.002219,             0.95785,             0.94653,             0.96444,             0.73443,            0.015082,           0.0066049,           0.0012781,          0.00096625,          0.00096625,          0.00096625
                 367,             0.02282,            0.011888,           0.0021677,             0.95636,               0.948,             0.96439,             0.73467,            0.015086,           0.0066073,           0.0012785,           0.0009415,           0.0009415,           0.0009415
                 368,            0.022543,            0.011563,           0.0020895,             0.95602,             0.94759,             0.96376,             0.73435,            0.015089,           0.0066114,           0.0012792,          0.00091675,          0.00091675,          0.00091675
                 369,            0.022689,             0.01171,           0.0020913,             0.95667,             0.94717,             0.96375,             0.73414,            0.015094,           0.0066131,           0.0012802,            0.000892,            0.000892,            0.000892
                 370,            0.022609,            0.011479,           0.0019897,             0.95688,             0.94721,             0.96381,             0.73372,            0.015097,           0.0066161,             0.00128,          0.00086725,          0.00086725,          0.00086725
                 371,            0.022333,            0.011732,           0.0022207,             0.95832,             0.94588,             0.96385,             0.73363,              0.0151,           0.0066212,           0.0012814,           0.0008425,           0.0008425,           0.0008425
                 372,            0.022281,              0.0116,           0.0021693,             0.95731,             0.94675,             0.96382,             0.73365,            0.015102,           0.0066236,           0.0012823,          0.00081775,          0.00081775,          0.00081775
                 373,            0.022389,            0.011726,           0.0021356,             0.96006,             0.94463,             0.96381,             0.73371,            0.015105,           0.0066278,           0.0012831,            0.000793,            0.000793,            0.000793
                 374,            0.022111,            0.011489,           0.0021282,             0.96023,             0.94473,             0.96403,             0.73392,            0.015109,           0.0066304,           0.0012839,          0.00076825,          0.00076825,          0.00076825
                 375,            0.022224,            0.011695,            0.002178,             0.96016,             0.94492,             0.96408,             0.73396,            0.015111,           0.0066348,           0.0012847,           0.0007435,           0.0007435,           0.0007435
                 376,            0.022069,            0.011523,           0.0020067,             0.95892,             0.94606,             0.96402,             0.73439,            0.015113,           0.0066374,           0.0012856,          0.00071875,          0.00071875,          0.00071875
                 377,            0.022044,            0.011551,           0.0020154,             0.95908,             0.94612,             0.96403,             0.73385,            0.015114,           0.0066414,           0.0012881,            0.000694,            0.000694,            0.000694
                 378,            0.021709,            0.011485,            0.001855,             0.95998,             0.94547,             0.96401,             0.73377,            0.015115,            0.006644,           0.0012892,          0.00066925,          0.00066925,          0.00066925
                 379,            0.021897,            0.011541,           0.0018937,             0.95991,             0.94564,             0.96402,              0.7337,            0.015117,           0.0066469,             0.00129,           0.0006445,           0.0006445,           0.0006445
                 380,            0.021986,            0.011602,           0.0020773,             0.96008,             0.94548,             0.96407,             0.73401,            0.015118,           0.0066501,           0.0012912,          0.00061975,          0.00061975,          0.00061975
                 381,            0.021874,            0.011444,           0.0018283,             0.96052,             0.94488,             0.96411,             0.73425,            0.015119,           0.0066524,           0.0012918,            0.000595,            0.000595,            0.000595
                 382,            0.021774,            0.011551,           0.0018872,               0.961,             0.94467,             0.96406,             0.73418,             0.01512,           0.0066556,           0.0012936,          0.00057025,          0.00057025,          0.00057025
                 383,            0.021427,            0.011601,           0.0020193,             0.96093,             0.94452,             0.96415,             0.73403,            0.015122,           0.0066596,           0.0012939,           0.0005455,           0.0005455,           0.0005455
                 384,            0.021838,            0.011434,           0.0018218,             0.96105,             0.94474,             0.96414,             0.73417,            0.015125,           0.0066621,           0.0012954,          0.00052075,          0.00052075,          0.00052075
                 385,            0.021537,            0.011452,           0.0016867,              0.9608,              0.9448,             0.96408,             0.73429,            0.015127,           0.0066653,           0.0012961,            0.000496,            0.000496,            0.000496
                 386,            0.021532,            0.011286,           0.0017778,             0.96091,             0.94472,             0.96411,             0.73493,            0.015128,            0.006669,           0.0012968,          0.00047125,          0.00047125,          0.00047125
                 387,            0.021425,             0.01137,             0.00178,             0.96092,              0.9445,             0.96385,             0.73456,            0.015129,           0.0066729,           0.0012978,           0.0004465,           0.0004465,           0.0004465
                 388,            0.021315,            0.011433,           0.0017733,             0.96093,              0.9444,             0.96407,             0.73465,            0.015132,           0.0066765,           0.0012975,          0.00042175,          0.00042175,          0.00042175
                 389,            0.021259,            0.011319,           0.0017832,             0.96068,             0.94405,             0.96386,              0.7346,            0.015135,           0.0066798,           0.0012985,            0.000397,            0.000397,            0.000397
                 390,            0.021198,             0.01129,           0.0017766,             0.96058,             0.94399,             0.96391,             0.73481,            0.015136,            0.006684,           0.0012981,          0.00037225,          0.00037225,          0.00037225
                 391,            0.021266,            0.011359,           0.0016926,             0.96077,             0.94388,             0.96395,             0.73465,            0.015138,           0.0066861,           0.0012993,           0.0003475,           0.0003475,           0.0003475
                 392,            0.020946,            0.011094,           0.0016353,             0.96041,             0.94396,             0.96403,             0.73466,            0.015141,            0.006691,           0.0012991,          0.00032275,          0.00032275,          0.00032275
                 393,            0.021123,            0.011396,           0.0016173,              0.9606,             0.94381,             0.96405,               0.735,            0.015142,            0.006694,           0.0012995,            0.000298,            0.000298,            0.000298
                 394,            0.021148,            0.011319,           0.0016253,             0.96216,             0.94282,             0.96401,             0.73522,            0.015144,           0.0066969,           0.0012998,          0.00027325,          0.00027325,          0.00027325
                 395,            0.021148,            0.011433,           0.0015125,             0.96125,             0.94344,             0.96398,             0.73553,            0.015146,           0.0067011,           0.0013007,           0.0002485,           0.0002485,           0.0002485
                 396,            0.020964,            0.011288,           0.0015705,             0.96095,             0.94306,             0.96398,             0.73511,            0.015149,           0.0067036,           0.0013008,          0.00022375,          0.00022375,          0.00022375
                 397,            0.020679,            0.011386,           0.0015922,             0.96096,             0.94298,              0.9643,             0.73532,            0.015153,            0.006709,           0.0013016,            0.000199,            0.000199,            0.000199
                 398,            0.020884,            0.011387,           0.0015344,             0.96141,             0.94263,             0.96394,             0.73562,            0.015155,           0.0067104,           0.0013029,          0.00017425,          0.00017425,          0.00017425
                 399,            0.020872,            0.011206,           0.0015584,             0.96167,              0.9425,             0.96419,             0.73555,            0.015157,           0.0067149,           0.0013042,           0.0001495,           0.0001495,           0.0001495
